Unnamed: 0,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Directors,Genres,Country,Language,Runtime,Age Restriction,Plotline,Rating,Cast,Indian Rating,Seasons Count,Kind
3174,Daisy of Love,2009,16+,4.5,,0,1,0,0,1,NA,"Game-Show,Reality-TV,Romance",United States,English,NA,NA,NA,4.5,"David Amerman,Daisy De La Hoya,Riki Rachtman,Jeremiah Riggs,Mike Gaboff,Bree Kristel Clarke,Snakes of Eden,Eli Jane,Lauren Mary Kim,Calle Landeberg,Nisse Landeberg,Pelle Landeberg,Joshua Lee,Taylor-Morgan Lewis",NA,1,tv series
3175,After School Dice Club,2019,16+,6.5,,0,1,0,0,1,NA,"Animation,Comedy,Drama",Japan,Japanese,NA,NA,"Aya moves and starts to attend an all-girls high school in Kyoto. Her first friend is her reserved classmate Miki. After school one day, the committee chairwoman Midori takes them both to an analogue game specialty shop called ""Saikoro Club"" (Dice Club). There, they start playing a German board game without thinking. Thus begins Aya and Miki's search for fun through the world of analogue games.",6.8,"Saki Miyashita,Miyu Tomita,Marika Kôno,Dani Chambers,Madeleine Morris,Alexis Tipton,Mao Ichimichi,Mikaela Krantz,Ray Hurd,Takaya Kuroda,Kristi Rothrock,Kôhei Amasaki,Jordan Dash Cruz,Ricco Fajardo,Kotori Koiwai,Christopher Sabat,Taku Yashiro,Mark Allen Jr.,Aaron Campbell,Amber Lee Connors,R. Bruce Elliott,Shun Horie,Eriko Matsui,Christopher Llewyn Ramirez,Michelle Rojas,Matt Shipman,Hisako Tojo,Justin Briner,Kimmie Britt,Aaron Dismuke,Jill Harris,Meg McClain,Brandon McInnis,Travis Mullenix,Orion Pitts,Dallas Reid,Megan Shipman,Sonny Strait,Rachel Michelle Thompson,Sarah Wiedenheft,Felecia Angelle,Tia Lynn Ballard,Ben Balmaceda,Anthony Bowling,Larry Brantley,Marianne Bray,Jacob Browning,Charles C. Campbell,Katie Caruso,Jessica Cavanagh","Australia:PG,Germany:12,United States:TV-PG,United States:TV-14::(DVD rating),Vietnam:P::(most episodes),Vietnam:C13::(some episodes)",1,tv series
3176,The Young Turks,2005,16+,5.5,,0,1,1,0,1,NA,"Comedy,News,Talk-Show",United States,English,60,NA,NA,5.4,"Ana Kasparian,Cenk Uygur,Rick Storm,John Iadarola,Jayar Jackson,Francesca Fiorentini,Michael Shure,Brett Erlich,Ben Mankiewicz,Mark Thompson,Nando Vila,Aida Rodriguez,Emma Vigeland,Morris Davis,Hermela Aregawi,Cara Santa Maria,David Cay Johnston,Tommy Christopher,Robin Sax,Raul A. Reyes,Benjamin Dixon,David Sirota,Lauren Brown Jarvis,Joe Williams,Andrew Kirell,Noah Rothman,Jesus Godoy,Erin Ryan,Helen Hong,Andrew Napier,Lucas Lilieholm,Wosny Lambre,Alonso Duralde,Jacki Schechner,Farron Cousins,Tricia Rose,Francis Maxwell,Jason Carter,Adrienne Lawrence,Alonzo Bodden,Ryan Grim,Daniel Ellsberg,Chris Moody,Lori Wallach,Jimmy Dore,Elise Foley,Ginny Lyons,Byron Tau,Eric Boehlert,Gary Johnson",NA,NA,tv series
3177,Hungry Henry,2014,,9.5,,0,1,0,0,1,NA,NA,United States,English,11,NA,NA,9.2,NA,NA,2,tv series
3178,A3! Season Spring & Summer,2020,16+,5.6,,0,1,0,0,1,NA,"Animation,Music",Japan,Japanese,NA,NA,"Mankai Company is a far cry from its glory days as an all-male theater. With only one member left and debt collectors at the door, it's no wonder Izumi Tachibana finds herself in over her head when she boldly confronts the yakuza's loan sharks, promising to bring her father's theater back into the spotlight. She might be able to recruit enough talent, but she'll need to do her best to see her actors bloom into their potential.",6.4,"Chiharu Sawashiro,Shunsuke Takeuchi,Kento Hama,Kentarô Kumagai,Yuichi Jose,Takuya Eguchi,Shunichi Toki,Yoshitaka Yamaya,Daisuke Hirose,Ren Ozawa,Katsuyuki Konishi,Shô Nogami,Jun Inoue,Ryota Iwasaki,Kaori Nazuka,Greg Ayres,Jarrod Greene,Josh Grelle,Robert McCollum,Dallas Reid,Monica Rial,Eric Rolon,Ian Sinclair,Christopher Wehkamp,Shintarô Asanuma,Masashi Igarashi,Koutarou Nishiyama,Kodai Sakai,Yûsuke Shirai","Germany:12,Japan:PG12::(internet),Singapore:PG",2,tv series
3179,The Interrogation Room,2018,16+,7.7,,0,1,0,0,1,NA,Crime,NA,NA,NA,NA,"From home invasions to murders, The Interrogation Room covers all facets of crime and the clever tactics used by detectives to obtain criminal confessions. Step into the rooms with detectives and suspects, and listen, verbatim, to the hair-raising conversations that end with convictions.",7.6,"Richard Bird,Ronda Swindell,Dwight Turner,Noah Forrest,Hany Osman,Thomas Alan Nelson,Ray Reynolds,Alex Andrews,Benel,William Andrew Brewer,Tom Buono,Harley Cabrera,John Cerny,Vincent Chan,Dean Ciallella,Patrick Clark Jr.,Gabrielle Cody,Isaac J. Conner,Alanna Dachille,Nikki Donnell,Al Dubinsky,Anthony Duluc,Austen Eisenberg,Frank Failla,Danitra Faithe,Paul Galbraith,Steven Thomas Gamble,Carlos Garcia Jr.,Molly Gazay,Sean Gilmore,Shelby Grady,Kathryn Hahner,Michael Simon Hall,Terence Hall,Amelia Huckel-Bauer,Andrew Injaychock,Faraz Iqbal,Tommie Jesse,Lisa King,Lisa Tirone King,Laurie Kirk,Gretchen Knapp,Rebecca Kush,Amanda Long,Pat MacDonald,Steve Machita,Max MacKenzie,Nora Maher,Michael Malanga,David Michael McMillan",NA,1,tv series
3180,Planet Sheen,2010,7+,3.0,,0,1,0,0,1,NA,"Animation,Comedy,Family,Fantasy,Sci-Fi",United States,English,NA,NA,"Sheen Estevez, our protagonist, despite a warning from his friend Jimmy Neutron about a button on his ship presses it to see what happens. He finds himself on another planet. No humans... The planet is ruled by ""The Emperor"". Sheen is pursued by Dorkis, our adorable clueless bad guy, who has intentions of capturing our protagonist. Sheen is accompanied by Nesmith, a talking talking chimpanzee who has also found himself marooned upon this planet.",3.0,"Fred Tatasciore,Bob Joles,Rob Paulsen,Thomas Lennon,Candi Milo,Jeffrey Garcia,Soleil Moon Frye,Jeff Bennett,Carlos Alazraqui,Thomas F. Wilson,John DiMaggio,Jim Cummings,Fran Drescher,Chris Neuhahn",United States:TV-Y7,1,tv series
3181,Good Morning America,1975,all,4.6,,0,1,0,0,1,NA,"News,Talk-Show",United States,English,120,NA,"ABC's ""Good Morning America"" presents the News and Information Source of the day's topics and journalism. The 1st Co-Host Team of David Hartman & Nancy Dussault, 2nd was Sandy Hill, 3rd was Joan Lunden, 4th Charles Gibson, 5th Lisa McRee, 6th Kevin Newman, 7th Diane Sawyer, and now Robin Roberts, George Stephanopoulos, and Lara Spencer. Plus, all the ""Good Morning America"" team throughout the years to wake up to the news show and entertainment about the U.S.A.",4.6,"Lara Spencer,Ginger Zee,Robin Roberts,George Stephanopoulos,Amy Robach,Michael Strahan,Ron Claiborne,T.J. Holmes,Cecilia Vega,Gio Benitez,Paula Faris,Linsey Davis,Jennifer Ashton,Tory Johnson,Jonathan Karl,Dan Abrams,Matt Gutman,Rebecca Jarvis,Rob Marciano,Tom Llamas,Sara Haines,Becky Worley,Mary Bruce,Pierre Thomas,Steve Osunsami,Sam Champion,Eva Pilgrim,David Kerley,Alex Perez,Martha Raddatz,Mara Schiavocampo,Will Reeve,Josh Elliott,Whit Johnson,Linzie Janis,Richard Besser,Terry Moran,Adrienne Bankert,Ryan Smith,Howard Bragman,Chris Connelly,Kayna Whitworth,Brian Ross,JuJu Chang,Abbie Boudreau,Nick Watt,Dan Harris,Janai Norman,Reena Ninan,Victor Oquendo",United States:TV-G,NA,tv series
3182,What Just Happened??! with Fred Savage,2019,16+,4.2,67%,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3183,ABC World News,1978,,5.8,,0,1,0,0,1,NA,News,United States,English,30,NA,"From the 60's to the 90's, the three major networks were, for the most part, the only source for national and international news. ABC News, anchored by Peter Jennings, regularly presented viewers with both news briefs and in-depth coverage of top events, ranging from human interest stories to the numerous crises that occurred around the world.",5.8,"Diane Sawyer,David Muir,Jonathan Karl,Cecilia Vega,Tom Llamas,Martha Raddatz,Rob Marciano,Linsey Davis,Brian Ross,Pierre Thomas,Matt Gutman,David Kerley,Steve Osunsami,Jake Tapper,David Wright,Ginger Zee,Alex Perez,Gio Benitez,Rebecca Jarvis,Richard Besser,Clayton Sandell,Jim Avila,Charles Gibson,Dan Harris,Linzie Janis,Terry Moran,Peter Jennings,George Stephanopoulos,Neal Karlinsky,Alex Marquardt,Robert J. Thompson,Ryan Owens,Sharyn Alfonsi,John Donvan,Kayna Whitworth,Mary Bruce,Bob Woodruff,Christiane Amanpour,Ryan Smith,Indra Petersons,Eva Pilgrim,John Daly,Ron Claiborne,Lama Hasan,Phillip Mena,Lisa Stark,Nick Watt,Jim Sciutto,John Kiriakou,Sajjan Gohel",NA,NA,tv series
3184,Twisted Sisters,2018,16+,6.4,,0,1,0,0,1,NA,"Documentary,Crime",United States,English,43,NA,NA,6.8,"Mark Krenik,Stuart Todd Martin,Aundrea Smith,Colt Carville,Jessica Dowdeswell,Akyra Alihaah Carter,Scott duPont,Andrea L Gavidia,Maralyn Facey,Patrick West,Chelsea Lorraine Wargo,Suzanne Stratford,Danusia Tyburski,Audrey Jablosnki,Lauren Jablonski,Chelsea Nicol,Greg Petek,Jerry Rector,Cindy Chavez,Dan Cheatham,Lisa Cody,Leslee Crisman,Olivia de Boutray,Kyle Hancock,David John Kernick,Beverley Simmons,Bri Smith,Alfredo Tavares,Susan Touchbourne,Tyrone Van Tatenhove,Emily Angela,Olivia Berger,Mason Blomberg,Matthew Campbell,Jordan Carlson,Brady Carville,Sarah Marie Casey,Michael Enkhtaivan,Shanai Erdem,David Garber,Nicole Gilbert,Lilly Harrison,Chloe Marie Hart,R Scott Hoffman,Rachel Jalving,Natalie Johnson,Marcelina Kalet,Connor Keene,Tina Kobas,Tanner Larsen",United States:TV-14,3,tv series
3185,Phenoms,2018,7+,7.3,,0,1,0,0,1,NA,"Documentary,Sport",United States,English,60,NA,NA,7.4,"Gordon Ramsay,Dan Wicksman,Mario Melchiot,David Neyts,Lucas C. Lockwood,Dennis Bergkamp,Kellyn Acosta,Dele Alli,Greg Berman,Jack Butland,Landon Donovan,Cobi Jones,Aramis Merlin,Clarence Seedorf,Patrick Vieira,Marcos Aoas Correa,Davinson Sanchez,Alhassane Sylla,Kenny Tete,Mateo Cassierra,Xabi Alonso,Alphonse Areola,Marco Asensio,John Barnes,Oliver Burke,Juliana Caesar,Ashley Cole,Ousmane Dembélé,Wigymbert Bastion Dieujuste,Paulo Dybala,Edward Lewis French,Brad Friedel,Leon Goretzka,Fabien Gravillon,Gastón Guruceaga,Martin Harris,Garrett F. Howard,Gabriel Jesus,Art Kulik,Hugh Lehane,Hirving Lozano,Polina Matveeva,Samuel Mekonnen,Ego Mikitas,Callum O'Dowda,Orbelín Pineda,Pablo Saldana,Bastian Schweinsteiger,Saer Seck,Aleksandr Selikhov",NA,1,tv series
3186,The Last Days of Phil Hartman,2019,,7.8,,0,1,0,0,1,NA,Documentary,United States,English,NA,NA,NA,7.3,"Andy Dick,Chris Farley,Joe Guse,Brynn Hartman,Phil Hartman,Vicki Lewis,Brian Mulhern,Timothy Stack,Lynne Marie Stewart,Julia Sweeney",NA,NA,tv movie
3187,ClassicaLoid,2016,16+,6.4,,0,1,0,0,1,NA,"Animation,Comedy",Japan,Japanese,22,NA,"Kanae and Sosuke are high school students who live in the medium-sized Japanese city of Hamamatsu. One day, ""Classicaloid"" versions of Beethoven and Mozart appear at Otowa Mansion, a large estate Kanae inherited from her grandmother. When the suspicious-looking ClassicaLoids play music they call ""Musik,"" strange things start to happen. Eventually, more ClassicaLoids appear, such as Liszt, Bach, Chopin, and Schubert.",6.4,"Tomokazu Sugita,Yûki Kaji,Mikako Komatsu,Nobunaga Shimazaki,Aya Endô,Mao Ichimichi,Akira Ishida,Taiten Kusunoki,Mamiko Noto,Kôsuke Toriumi","Australia:PG,Canada:14A::(Canadian Home Video rating),Germany:12,Japan:PG12::(self-applied),New Zealand:PG,South Korea:15,United States:TV-14",2,tv series
3188,Runaways,2012,16+,7.8,,0,1,0,0,1,NA,"Action,Drama,Sci-Fi",United States,English,60,NA,"Follows a group of six teenagers in the Marvel universe - Nico Minoru, Karolina Dean, Molly Hernandez, Chase Stein, Alex Wilder, and Gertrude Yorkes - who discover that their parents are secretly members of a super-villain cabal called The Pride. After deciding they're no longer safe in their own homes, the kids go on the run. In the midst of hiding from their elders, the teens learn about themselves and become a family of their own.",7.0,"Rhenzy Feliz,Lyrica Okano,Virginia Gardner,Ariela Barer,Gregg Sulkin,Allegra Acosta,Angel Parker,Ryan Sands,Ever Carradine,James Marsters,Brigid Brannagh,Kevin Weisman,James Yaegashi,Annie Wersching,Brittany Ishibashi,Kip Pardue,Julian McMahon,Clarissa Thibeaux,Ozioma Akagha,Cody Mayo,DeVaughn Nixon,Heather Olt,Patricia Lentz,Elizabeth Hurley,Myles Bullock,Danielle Campbell,Ajiona Alexus,Alex Fernandez,Ric Sarabia,Scarlett Hefner,Nicole Wolf,Amanda Suk,Helen Madelyn Kim,Kathleen Quinlan,Zayne Emory,Timothy Granaderos,Jan Luis Castellanos,Marlene Forte,Ryan Dorsey,Vladimir Caamano,Carmen Serano,Devan Long,Emily Alabi,Coleen Sullivan,Cooper Mothersbaugh,Evelyn Angelos,Nathan Sutton,Olivia Holt,John Ales,Aubrey Joseph","Australia:M,Brazil:14::(self-applied),Canada:13+::(self-applied),France:10,Germany:16::(self-applied),India:16::(self-applied),Italy:T,Japan:PG12::(self-applied),Malaysia:P13,Russia:18+,Singapore:R21,Singapore:NC16::(Disney+ rating),Singapore:PG13::(digital streaming),South Korea:15,Spain:16,United Kingdom:18+::(self-applied),United States:TV-14",3,tv series
3189,Many Sides of Jane,2019,,5.6,,0,1,0,0,1,NA,Reality-TV,United States,NA,NA,NA,NA,6.0,Jane Hart,NA,1,tv mini series
3190,Cooks vs. Cons,2016,7+,5.2,,0,1,0,0,1,NA,Reality-TV,United States,NA,60,NA,NA,5.4,"Geoffrey Zakarian,Daphne Oz,Alex Guarnaschelli,Aarti Sequeira,Justin Warner,Graham Elliot,Scott Conant,Sunny Anderson,Richard Blais,Jeff Mauro,Anne Burrell,Amanda Freitag,Carla Hall,Katie Lee,Ted Allen,Curtis Stone,Jet Tila,Marcus Samuelsson,Eddie Jackson,Gail Simmons,Josh Capon,Jose Garces,Kardea Brown,Eric Harland,Monti Carlo,Megan Corcoran,Josh Elkin,Bruno Pascale,Phillipe Sobon,Jordan Andino,Robb Callon,Kyle Diamond,Michael Fucci,Michael Grandinetti,Oriane Hakkila,Russell Jackson,Filip Jeremic,Mark Jigarjian,Beau MacMillan,Simon Majumdar,Tj Reddick",NA,5,tv series
3191,Smile at the Runway,2020,16+,7.0,,0,1,0,0,1,NA,"Animation,Comedy,Drama",Japan,Japanese,24,NA,"Fujito Chiyuki has a dream: to become a Paris Collection model. The problem is, she's too short to be a model, and everyone around her tells her so. But no matter what they say, she won't give up. Her classmate, a poor student named Tsumura Ikuto, also has a dream: to become a fashion designer. One day Chiyuki tells him that it's ""probably impossible"" for him, causing him to consider giving it up - ?. This is the story of two individuals wholeheartedly chasing after their dreams in spite of all the negativity that comes after them.",6.8,"Natsuki Hanae,Yumiri Hanamori,Macy Anne Johnson,Derick Snow,Ai Kayano,Dani Chambers,Fumiko Orikasa,Ryohei Kimura,Yui Ishikawa,Yûko Kaida,Keiko Han,Houko Kuwashima,Brianna Roberts,Jun'ichi Suwabe,Hikaru Akao,Mayumi Asano,Casey Casper,Ayaka Suwa,Kôhei Amasaki,Ayaka Fukuhara,Kazuhiko Inoue,Hibiku Yamamura,Toa Yukinari,Kotori Koiwai,Yui Makino,Kristen McGuire,Rika Abe,Misato Murai,Atsumi Tanezaki,Ayumi Tsunematsu,Mizuki Yuina,Mark Allen Jr.,Luci Christian,Leah Clark,Colleen Clinkenbeard,Jordan Dash Cruz,Emily Fajardo,Amanda R. Gish,Risa Hayamizu,Marissa Lenti,Kayuki Matsumoto,Elizabeth Maxwell,Skyler McIntosh,Madeleine Morris,Travis Mullenix,Anastasia Munoz,Trina Nishimura,Jad Saxton,Oscar Seung,Matt Shipman","Germany:12,Singapore:NC16,South Korea:15",1,tv series
3192,Gensomaden Saiyuki,2000,16+,7.4,,0,1,0,0,1,NA,"Animation,Action,Adventure,Comedy",Japan,Japanese,23,NA,Demons and man lived together in harmony until a band of rogue demonic forces seek to resurrect a diabolical monster and a dark spiritual power covered the land. Demons no longer see mankind as friend but as food. A group of unlikely allies unite and fight to bring harmony to this dangerous land.,7.5,"Braden Hunt,Akira Ishida,John Area,Christine M. Auten,Greg Ayres,Shelley Calene-Black,Adam Conlon,Kelli Cousins,Illich Guardiola,Kyle Jones,Mike MacRae,Kelly Manison,David Matranga,Ty Mayberry,Andy McAvin,Geoffrey Mueller,Rob Nash,Todd Pace,Ted Pfister,Ben Pronsky,Monica Rial,Don Rush,Spike Spencer,John Swasey,Kira Vincent-Davis,Marcy Bannor,Vicki Barosh,Rick Burford,Mandy Clark,Karen Coffer,Kaytha Coker,Kevin Corn,Jason Douglas,Tommy Drake,Joe Grisaffi,Hilary Haag,Jay Hickman,Hiroaki Hirata,Sôichirô Hoshi,Allison Keith,Jason Konopisos-Alvarez,Takeshi Kusao,Riho Makise,Jason Miesse,Vic Mignogna,Yûko Minaguchi,Kaoru Morota,Tony Oller,Chris Patton,Todd Postlethwaite","Australia:PG::(some volumes),Australia:M::(some volumes),Canada:14A::(Canadian Home Video rating),Canada:13+::(Quebec),United States:TV-14",1,tv series
3193,Black Market: Dispatches,2016,18+,7.8,,0,1,0,0,1,NA,Documentary,United States,English,30,NA,NA,7.8,"Michael Kenneth Williams,Mélanie Gouby,Enson Inoue,Lilia Luciano,Abdullah Saeed,Dina Amer",United States:TV-14,1,tv series
3194,WTF Baron Davis,2019,18+,7.5,,0,1,0,0,1,NA,Comedy,United States,NA,NA,NA,NA,7.9,"Kenny Copeland Jr.,GeffriMaya,Ron Taylor,Tyshawn Givens,Tony Robinette,Brandon Armstrong,Camille Chase,Flavor Flav,Ed Gage,Sean Grant,Michelle Hayden,Derrick A. King,Britt Loren,Melanie Mosley,Christian Redd,Meredith Thomas,Scott Urner,John Yuan,Matt Yuan,Jerry Ferrara,Shaquille O'Neal,Jordan Rachel,Jennifer Tapiero,Mike Roche",NA,1,tv series
3195,Container Homes,2016,,6.5,,0,1,0,0,1,NA,Reality-TV,United States,English,NA,NA,NA,6.0,NA,NA,1,tv series
3196,Kourtney & Khloé Take the Hamptons,2014,16+,3.6,,0,1,0,0,1,NA,Reality-TV,United States,English,44,NA,"Kourtney and Khloé have their work cut out for them as they set out to establish their new pop-up Dash store in The Hamptons while managing the initial struggles of opening their first pop-up store in the trendy and hip beach enclave on Long Island, NY.",3.6,"Kourtney Kardashian,Khloé Kardashian,Scott Disick,Kim Kardashian,Kris Jenner,Caroline Burt,Sherin Shetty",United States:TV-14,1,tv series
3197,Holiday Magic,2017,,7.0,,0,1,0,1,1,NA,Reality-TV,NA,NA,NA,NA,NA,NA,"Stephen Boss,Allison Holker,Martina McBride,Lin-Manuel Miranda,Brian Stover",NA,NA,episode
3198,Truth & Iliza,2017,7+,5.3,,0,1,0,0,1,NA,"Comedy,Talk-Show",United States,NA,30,NA,NA,5.4,"JT Alexander,Brittany Black,Tai Brown,Darren Capozzi,Keith Cherry,Ana Flavia Gavlak,Ashleigh Crystal Hairston,Corinne Marshall,David Namminga,Christian Roberts,Symone Sanders,Justin Michael Stevenson,Niccole Thurman,Iliza Shlesinger",NA,1,tv series
3199,Blood Runs Cold,2018,16+,7.3,,0,1,0,0,1,Sonny Laguna,Horror,Sweden,English,77,NA,"In the dead of winter, Winona returns to her hometown for a much-needed break from her stressful lifestyle, but the relaxing vacation quickly turns into a frantic fight for survival. After running into some old friends at a local bar, the group returns to Winona's cabin to continue their reunion, but soon find themselves face-to-face with death. Disguised behind an icy mask, a killer is lurking and will not stop until there are no survivors. Blood Runs Cold is a frostbitten slasher that turns the snow red with gore.",4.1,"Hanna Oldenburg,Ralf Beck,Andreas Rylander,Elin Hugoson,Patrick Saxe,David Liljeblad","United Kingdom:15,United States:Not Rated",NA,movie
3200,Place to Place,2012,7+,6.6,,0,1,0,0,1,NA,"Animation,Comedy,Romance",Japan,Japanese,25,NA,NA,6.6,"Hiromi Konno,Nobuhiko Okamoto,Rumi Okubo","Canada:14A,South Korea:15,United States:TV-14",1,tv mini series
3201,To LOVEる -とらぶる- ダークネス2nd,2012,16+,7.1,,0,1,0,0,1,Zoe Qin,Drama,China,Mandarin,58,NA,"Five years have passed since Lu Feng and Xiao Chen were separated and this time they meet again in a company as boss and employee. They both still love each other and become lovers, but happiness evades them again. This time, Xian Chen's mother asks her son to marry and have a family before she dies, so he is forced to accept. Meanwhile, Lu Feng fights with his father so that he can be free to choose who to love and this father disinherits him. However, upon learning of Xiao Chen's marriage, Lu Feng feels betrayed and wants to take revenge,",7.2,"Taiyu Gao,Jingxiang Huang,Yi Shuai,Hao Xiang",NA,NA,movie
3202,L.A. Hair,2012,16+,6.2,,0,1,0,0,1,NA,Reality-TV,United States,English,60,NA,"Follows celebrity hair stylist Kim Kimble, as she coifs Hollywood A-listers. When it comes to celebrity hair, Kim is one of the biggest names in Hollywood. From movies to music, Kim is an image maker and a trendsetter. Beyonce, Mary J. Blige, Kelly Rowland and Shakira are just a handful of A-listers who keep Kim's number on speed dial so she can whip up their custom styles and images for glamorous events. While handling her star-studded clientèle is a full time job, this elite style queen also manages a successful retail product line and runs an exclusive Hollywood salon staffed with talented but high-strung stylists, including her mother! Rivalry is fierce and the desire to be on top is even fiercer. Hair isn't the only thing in this salon that gets cut.",6.5,"Anthony Pazos,China Upshaw,Terry Hunt,Angela Christine Stevens,Gocha Hawkins,Stacey Morris,La-Niece,Preity Üpala,LaTavia Roberson,Latoya Hawthorne,Shari Headley,Theo Breaux,Maribel Lopez,Sisse Marie,Kyla Pratt,Adrianne Curry,Charles Kellam,Jesse Lewis IV,Belen Rosenberg,Cori Sims,Gisla Stringer,Leah Aldridge,Jonathan Antin,Lourvey Bourdan,Becca Cullati,Noreen Taylor Diani,Alphonso A'Qen-Aten Jackson,Jasmine Kimble,Kimberly Kimble,Carolyn Samuelson,Dontay Savoy,James Wright Chanel,J'Tasha St. Cyr",NA,5,tv series
3203,My Knight and Me,2016,all,4.4,,0,1,0,0,1,NA,"Animation,Adventure,Comedy,Family,Fantasy","France,Belgium",English,11,NA,"« My Knight and Me » is a medieval comedy starring Henri of Orange, a charmingly inept but chivalrous knight, his clever son Jimmy the Squire, and fun-loving Cat the Princess, Jimmy's best friend from Epic High. All together - the knightly trio set out to make the Dark Ages a little lighter...and a whole lot more fun.",4.4,"Harriet Carmichael,Kaycie Chase,Jules de Jongh,David Gasman,Christopher Ragland","Australia:G,Canada:C8,Hungary:KN,New Zealand:G,Russia:6+,Spain:TP,United States:TV-Y7-FV",1,tv series
3204,205 Live,2016,7+,7.1,,0,1,0,0,1,NA,"Action,Sport",United States,English,NA,NA,NA,6.5,"Greg Hutson,Vic Travagliante,Anthony Nese,Steven Haworth,Drew Gulak,Oliver Claffey,Brian Kendrick,Cederick Johnson,Akira Tozawa,Ariya Daivari,James Curtin,Jose Cordero,Emanuel Rodriguez,Adeel Alam,Danilo Anfibio,Mascara Dorada,T.J. Perkins,Matthew Adams,Noam Dar,Matt Polinsky,Nick J. McNeil,Jason Ayers,Matt Rehwoldt,Kenta Kobayashi,Charles Robinson,Mike Bennett,Richard Swann,Maria Kanellis,Brian Nguyen,Chris Girard,Humberto Carrillo,Gurv Sihra,Harv Sihra,Dasha Kuret,Lionel Green,Kayla Becker,Mike Chioda,Daniel Solwold,Tom Hannifan,Ben Satterly,Eric Arndt,Mauro Ranallo,Sarah Schreiber,Daniel Engler,Anthony Greene,Mark Andrews,Aja Perera,Jake Atlas,Victoria Crawford,Bryan J. Kelly",NA,5,tv series
3205,Steve Harvey's Funderdome,2017,7+,7.0,,0,1,0,0,1,NA,Reality-TV,United States,English,60,NA,"Steve Harvey's FUNDERDOME is a seed-funding competition reality series where two budding entrepreneurs go head-to-head to win over a live studio audience to fund their ideas, products or companies. The audience represents the ""customer"" and, as the customer is always right, they vote to determine the winner. But the entrepreneurs will face a major dilemma: one of them is allowed to cash out and walk away for less money. But if an entrepreneur cashes out, they forgo the opportunity to win the whole cash prize for that round-a good move if they lost the crowd vote, but a bad move if they would have won it.",7.3,"Steve Harvey,Grant Morningstar,Misti Morningstar,Garrett M. Wilson",United States:TV-PG,1,tv series
3206,Nightwatch Nation,2018,16+,,,0,1,0,0,1,NA,Reality-TV,United States,English,44,NA,"The show follows first responders (Police, Fire, and EMS) in New Orleans working the night shift 2000 hours - 0400 hours. Cameras follow firefighters to their calls, EMS to patients' homes or whatever situation they may be called to, as well as Police chases or patrols.",8.8,"Gavin Istre,Dan Flynn,Nick Manning,Titus Tero,Holly Monteleone,Arkady Hennessey,Alley,Keeley Williams,Randy Walton,Jay,Ted Andressen,Vic Gant Jr.,Ken Bouvier,Devin,Tommy Evans",United States:TV-14,6,tv series
3207,Nightline,1980,7+,5.6,,0,1,0,0,1,NA,"News,Talk-Show",United States,English,30,NA,NA,5.6,"JuJu Chang,Bill Weir,Terry Moran,Byron Pitts,Cynthia McFadden,Howard Bragman,Ted Koppel,Dan Harris,Dan Abrams,Brian Ross,Janai Norman,Chris Bury,David Wright,Vicki Mabrey,Martha Raddatz,Martin Bashir,Gina Smith,John Donvan,Joseph Giacalone,Robert Krulwich,Gina Rodriguez,Neal Karlinsky,Ian Drew,Linsey Davis,Charlotte Laws,Ginger Zee,Rebecca Jarvis,Cecilia Vega,Jim Avila,Jake Tapper,Liza Minnelli,Forrest Sawyer,Dave Marash,John Kiriakou,Dolly Parton,Pierre Thomas,Matt Gutman,Cheryl Arutt,Robi Ludwig,Richard Besser,Peter Staley,Robert De Niro,Michel Martin,Gavin Newsom,Richard Clarke,Nick Watt,Alicia Keys,David Muir,Kate Snow,Kim Petras",NA,NA,tv series
3208,Life of Kylie,2017,16+,3.5,,0,1,0,0,1,NA,Reality-TV,United States,English,21,NA,NA,3.5,"Kylie Jenner,Tokyo Stylez,Victoria Villarroel,Christopher Aaron,Ariel Tejada,Albert Ochoa,Jordyn Woods,Aurora Rosselli,Nick Saglimbeni","Indonesia:13+::(TV rating),Malaysia:P13::(TV rating),Singapore:PG13::(TV rating),United States:PG-13::(TV rating)",1,tv series
3209,Showtime at the Apollo,1987,,5.5,,0,1,0,0,1,NA,"Comedy,Music",United States,English,NA,NA,NA,6.0,"Steve Harvey,Kiki Shepard,Sinbad,Mo'Nique,Sonya Hensley,Rudy Rush,Mark Curry,Rick Aviles,Freddie Jackson,Willie Asbury,Stephanie Mills,Christopher Reid,Terry Hodges,Gerald Levert,Paul Mooney,Regina Belle,David Peaston,Kim Coles,A.J. Jamal,James Stephens III,Queen Latifah,Brian McKnight,LL Cool J,Tony Terry,Aaron Hall,CeCe Winans,Lewis Dix Jr.,Lenny Varnedoe,MC Lyte,Father M.C.,Joe,SWV,Da Brat,Kirk Franklin,Jagged Edge,Tyrese Gibson,Meli'sa Morgan,Shanice,Michael Bolton,Melba Moore,Kashif,Exposé,Chris Rock,Bill Cosby,Doug E. Fresh,Tracie Spencer,Salt-N-Pepa,Full Force,Levert,Tony! Toni! Toné!",NA,21,tv series
