Unnamed: 0,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Directors,Genres,Country,Language,Runtime,Age Restriction,Plotline,Rating,Cast,Indian Rating,Seasons Count,Kind
3210,Mother Up!,2013,16+,4.5,,0,1,0,0,1,NA,"Animation,Comedy",Canada,English,NA,NA,NA,4.5,"Eva Longoria,Rebecca Husain,Jesse Camacho,Gabrielle Miller,Scott McCord,Clé Bennett,Helen Taylor,Zachary Bennett,Grace Lynn Kung,Lisa Norton,David Berni,Juan Chioran,Mark McKinney,Peter Oldring",NA,1,tv series
3211,Nostradamus Effect,2009,,5.1,,0,1,0,0,1,NA,"Documentary,History",United States,English,60,NA,NA,5.0,"Phil Crowley,Joseph Eid,David Bradstreet,Farshad Farahat,Arick Salmea,Adémola,James Casey,Michael John Lane,Jeff Hall,Jeff Schoep,Peter Levenda,Richard Smoley,Richard Steigmann-Gall,David Welch,Phil Steinschneider,Victor Baines,Mark Weitzman,Gerhard Weinberg,John Hogue,Michal Deschausses,Jeffrey Herf,Tamara Chambers,Vlad DeBriansky,John DeSalvo,Lindsey Elise,Joshua Gibbons,Ernest Heinz,Rebecca Holopter,Lance J. Holt,Dennis Honda,Frank Lawson,Will Phillips,Claudia Rankel,Chris Sanders,Edgar Sardarian,Chris Smith,Linda Wörndl,Marko Manojlovic",Singapore:PG,1,tv series
3212,American Scandals,2015,,8.4,,0,1,0,0,1,NA,Reality-TV,United States,English,NA,NA,NA,8.3,"Barbara Walters,Leslie Aaholm,Howard Cai,Carlos Compean,Vili Fualaau,Kato Kaelin,John Mark Karr,Mary Kay Letourneau,Kimberly Mays,Burke Ramsey,John Ramsey,Matt Bai,Suzanne De Passe,E.J. Dionne Jr.,Tom Fiedler,Berry Gordy,Hendrik Hertzberg,Tito Jackson,TJ Jackson,Margo Jefferson,Steven Knopper,Jim McGee,Cormac O'Brien,Donna Rice,Paul Taylor,Joe Trippi,Cheryl Arutt",United States:TV-14,2,tv series
3213,Eva La Trailera,2017,16+,7.2,,0,1,0,0,1,NA,"Adventure,Comedy,Family",United States,Spanish,NA,NA,"""Eva la trailera"" tells the story of a strong, determined and impetuous woman who is more than ready to take on any challenge. But life imposes a series of cruel betrayals that require making decisions that lead to increasingly difficult roads.",7.3,"Arap Bethke,Jorge Luis Pila,Erika de la Rosa,Edith González,Minnie West,Vanessa Bauche,Jonathan Jose Quintana,Javier Díaz Dueñas,Antonio Gaona,Nicole Apollonio,Mónica Sánchez Navarro,Katie Barberi,Henry Zakka,Alfredo Huereca,Adrian Carvajal,Ana Osorio,Paloma Marquez,Martha Mijares,Sofía Lama,Dayana Garroz,Adriana Bermúdez,Gustavo Pedraza,Roberto Mateos,Argelia Garcia,Jorge Eduardo García,Arianna Coltellacci,Olegario Perez,Pablo Quaglia,Raquenel,Francisco Porras,Omar Germenos,Maritza Bustamante,Michelle Vargas,Claudio Giúdice,Ana González,Cristal Aracely,Alexander Estrella,Alberto Diaz Paz,Jennifer Rosado,Borys Solano,Xavier Coronel,Juan David Ferrer,Karolina Pulgar,Tony Vela,Cristal Avilera,Karen Sentíes,Luis Carreño,Maria Antonieta Castillo,Martha Izquierdo,Edward Nutkiewicz",United States:TV-14,1,tv series
3214,Jim Henson Presents Mother Goose Stories,1990,all,7.8,,0,1,0,0,1,NA,"Family,Fantasy",United States,English,NA,NA,NA,8.0,"Victoria Shalet,London Kim,Laura Penta,Scott McAfee,John Christian Graas,Jodie Sweetin,Ilan Ostrove,James Conway,Nicholle Tom,Ethan Glazer,Michelle Wesson,Naomi Kerbel,Simon Bright,Mike Quinn,Laura Goodwin,James Goodwin,Mak Wilson",United States:TV-G,3,tv series
3215,American Greed: The Fugitives,2012,,8.0,,0,1,0,0,1,NA,Documentary,United States,English,NA,NA,"White-collar crime can destroy companies, cost investors billions, devastate families and wipe out a person's entire life savings. CNBC's new series ""American Greed: The Fugitives"" goes inside the world of active white-collar crime cases, telling never-before-heard stories. Each episode features interviews with law enforcement, prosecutors, and investor-victims, all sharing the goal of bringing these fugitives to face justice. Investment schemes are more sophisticated than ever before and the accused con-artists who orchestrate these scams use every tool at their disposal to dupe investors and evade capture. ""American Greed: The Fugitives"" takes viewers on the hunt to catch the most wanted white-collar fugitives.",8.3,Stacy Keach,NA,1,tv series
3216,Man Finds Food,2015,7+,7.4,,0,1,0,0,1,NA,Reality-TV,United States,English,30,NA,NA,7.4,"Adam Richman,Jordan Andino,Martellus Bennett,Michael Bennett,Diana DeGarmo,Aaron Hoffman,DeSean Jackson,Sam Jackson,Tahseen Karim,Nick Ligotino,Ben Marz,Von Miller,Sammy Monsour,Al Niles,Chris Ogbonnaya,Ace Young,Frazer Brown",United States:TV-PG,2,tv series
3217,Ancient Top 10,2016,16+,7.7,,0,1,0,0,1,NA,History,United States,English,NA,NA,NA,7.8,"Andrew Gough,Darius Arya,Michael Brown,Klint Janulis",United States:TV-14,1,tv mini series
3218,The Great Christmas Light Fight,2013,all,6.3,,0,1,0,0,1,NA,Reality-TV,United States,English,120,NA,NA,6.6,"Brian Fairlee,Taniya Nayak,Carter Oosterhouse,Michael Moloney,Sabrina Soto,Joe Cipriano,Kaedyn Kashmir,Allen Baughman,Daniel Baughman,Kim Baughman,Matthew Baughman,Nicole Baughman,Andrew Blount,Michelle Blount,Addisyn Downs,Aubree Downs,Chuck Downs,Kayleigh Downs,Kim Downs,Piper Downs,Daniel A Gay,Emily Gay,Grace Gay,John T Gay,Timothy J. Gay,Donna Goff,Elizabeth Goff,R.J. Goff,Rebecca Goff,Robbie Goff,Allen Holt,Cattina Holt,Kali Holt,Alyssa Hyatt,Kathy Hyatt,Mark Hyatt,Matt Hyatt,Dominic Kowalczyk,Donna Kowalczyk,Eric Kowalczyk,Kyle Kowalczyk,Angie Larsen,Brian Larsen,Isabella Larsen,Jackson Larsen,Skylar Larsen,Kevin Lynch,Tara Lynch,Timothy Lynch,Tina Lynch",United States:TV-PG,8,tv series
3219,Kids Say the Darndest Things,2019,7+,3.1,,0,1,0,0,1,NA,Comedy,United States,English,NA,NA,NA,3.2,"Halen Smith,AnaSofia Bianchi,Makenzie Lee-Foster,Tiffany Haddish,Bodhi del Rosario,Elizabeth Howlett,Silas E.A. Matt,Marina Cerochi,Madison Taylor Baez,Starr Belle,Mason Blomberg,Kennedi Butler,Ava Foley,Koa Griffin,Savy Jean,Lexi Kathol,Kenzie Reber,ChaCha Shen,Chloe Sligar,Elliott Tanner,Eiryn Zeller,Kaci Nakyla Burton,Mariama Diop",United States:TV-PG,1,tv series
3220,The Show Must Go On: The Queen + Adam Lambert Story,2019,,8.5,,0,1,0,0,1,"Christopher Bird,Simon Lupton",Documentary,United Kingdom,English,86,NA,NA,7.8,"Freddie Mercury,Queen,Rami Malek,Joe Jonas,Taylor Hawkins,Simon Cowell,Lyndsey Parker,Paul Gambaccini,Joe Elliott,Chris Connelly,Brian May,Adam Lambert,Roger Taylor,Roger Daltrey,David Bowie,Tony Iommi,Jim Jenkins,Leila Lambert,Eber Lambert,Nelson Mandela,Paul Rodgers,Nick Carter,Spike Edney,Kris Allen,Jared Braverman,Katy Perry,Anastacia,John Deacon,Lady Gaga,Guns N' Roses,Elton John,George Michael,Liza Minnelli,Robert Plant,Seal","Australia:M,Netherlands:AL,Singapore:M18,South Korea:12",NA,tv movie
3221,Alien Encounters,2012,7+,6.2,,0,1,0,0,1,Greydon Clark,"Horror,Sci-Fi,Thriller",United States,English,89,NA,"Sandy and Greg are two teenage kids going camping with their friends in California. Their plan is to go to the lake in town, and despite warnings from the creepy town gas station owner, Joe Taylor, the kids go camping there and end up separated from each other. Greg and Sandy team up with Taylor to save the town, but unfortunately for them, Taylor is rather eccentric and fixated on hunting down the hostile alien threatening them, and a former Vietnam war veteran, Fred Dobbs, is convinced that Sandy and Greg are the aliens.",5.1,"Jack Palance,Martin Landau,Tarah Nutter,Christopher S. Nelson,Cameron Mitchell,Neville Brand,Sue Ane Langdon,Ralph Meeker,Larry Storch,Lynn Theel,David Caruso,Mark Ness,Bert Davis,Jeffrey Sudzin,Darby Hinton,Kevin Peter Hall","Australia:R,Finland:K-16,Finland:K-18,France:12,Germany:18,Iceland:16,Singapore:PG13,Singapore:NC16::(DVD rating),Sweden:15,United Kingdom:18::(video),United States:R,West Germany:Not Rated",NA,movie
3222,Close Up with The Hollywood Reporter,2015,16+,6.9,,0,1,0,0,1,NA,Talk-Show,United States,English,60,NA,NA,7.0,"Lacey Rose,Stephen Galloway,Matt Belloni,Stacey Wilson Hunt,Rebecca Ford,Stephen Galloway,Kenya Barris,Gregg Kilday,Carolyn Giardina,Alex Gibney,Taraji P. Henson,Jessica Lange,Maggie Gyllenhaal,Jane Fonda,Elizabeth Chai Vasarhelyi,Jennifer Lawrence,Ricky Gervais,Michelle King,Damon Lindelof,Bob Odenkirk,Don Cheadle,Alec Berg,Simon Kinberg,Jordan Peele,Tracee Ellis Ross,Aaron Sorkin,Gina Rodriguez,Michael O'Connell,Amy Schumer,Jennifer Lopez,Jerrod Carmichael,Sam Esmail,Nina Jacobson,Regina King,Niecy Nash,Marti Noxon,Alan Yang,Allison Janney,Melissa Rosenberg,Ridley Scott,Anthony Anderson,Kumail Nanjiani,Emma Tillinger Koskoff,Reese Witherspoon,Mahershala Ali,Ted Danson,Ava DuVernay,Kathryn Hahn,Nicole Kidman,Phoebe Waller-Bridge",United States:TV-14,6,tv series
3223,Ellen's Greatest Night of Giveaways,2019,7+,6.3,,0,1,0,0,1,NA,"Game-Show,Talk-Show",NA,NA,NA,NA,NA,4.8,"James Joseph Pulido,Andres Mejia Vallejo,Jennifer Aniston,Sterling K. Brown,Ellen DeGeneres,Robert Downey Jr.,Michael B. Jordan,Sofia Kidwell,Melissa McCarthy,Jason Momoa,Michelle Obama,Chrissy Teigen,Justin Timberlake",NA,1,tv mini series
3224,Open Door,2019,,6.0,,0,1,0,0,1,Florenc Papas,Drama,"Albania,Kosovo,Italy,Republic of North Macedonia","Albanian,Italian",78,NA,"Rudina, a married middle-age mother sets off on a long car journey with her five year old son and her pregnant and single sister, Elma, to the far off Albanian village where they were raised. Rudina's plan is to meet their strict and traditional father then head back to her own home before dark. As Rudina's car slowly makes its way across southern Albania, Elma comes up with a plan to enlist an ex-classmate to play the part of her husband.",6.5,"Luli Bitri,Jonida Vokshi,Gulielm Radoja,Sotiraq Bratko,Elidon Alikaj,Maxwell Guzja,Visar Vishka,Jorgaq Tushe,Kastriot Shehi,Andi Begolli,Lutfi Hoxha,Liri Beci,Jolanda Deme",NA,NA,movie
3225,Star Wars Galaxy's Edge: Adventure Awaits,2019,,6.3,,0,1,0,0,1,NA,Documentary,United States,English,84,NA,NA,5.3,"John Boyega,Miles Brown,Kaley Cuoco,Rachel Lynn David,Neil Patrick Harris,Denver Humphrey,Sarah Hyland,Margaret Kerrison,Keegan-Michael Key,Jay Leno,Matt Martin,Allison Pearlman",United States:TV-PG,NA,tv movie
3226,Larry King Now,2013,,5.6,,0,1,0,0,1,NA,Talk-Show,United States,English,NA,NA,"Viewers around the world can once again watch - and participate in - the one-of-a-kind interviews that only Larry King can do. Larry brings you newsmakers of every stripe -- not just world leaders and celebrities from entertainment, pop culture and sports, but also regular people changing the world or caught in the crossfire of the most exciting and the biggest stories of the day. Fun and quirky field segments will treat Larry King's fans both old and new to a rarely seen side of Larry's personal humor and wit.",5.4,"Larry King,Dennis Miller,Tom Green,Melissa Rivers,Nick Cannon,Howard Bragman,Craig Ferguson,Neil deGrasse Tyson,Aisha Tyler,Chris Hardwick,Kathy Griffin,Jack Osbourne,Adam Rippon,Norm MacDonald,Colin Cowherd,David Koechner,50 Cent,Gary Small,Kelly Osbourne,Josh Gad,Danny Pudi,Tony Hawk,Ben Schwartz,Jay Bakker,Margaret Cho,Seth Green,Kevin Nealon,Russell Peters,Bill Maher,Regis Philbin,John Cena,Meghan McCain,Tanya Acker,Ryan Seacrest,Betty White,Stephen Amell,Tony Hale,Jane Lynch,Eli Roth,Brooklyn Decker,Jerry Springer,Andrew Dice Clay,Shawn Ora Engemann,Michelle Visage,Eben Alexander,Eric Stonestreet,Matt Kemp,Judd Apatow,Paula Patton,Forest Whitaker",NA,8,tv series
3227,Bloomberg Game Changers,2010,,7.8,,0,1,0,0,1,NA,Documentary,United States,English,44,NA,NA,7.8,"Ted Marcoux,Brad Stone,Nicholas Carlson,Ken Auletta,Tim O'Reilly,David Kirkpatrick,Porter Bibb,Michael Wolf,Lou Kerner,Ryan Singel,Richard Branson,Jack Dorsey,Craig Newmark,Gary Bloom,Jake Brown,Alan C. Greenberg,Guy Kawasaki,Brian Williams,Eric Bina,Ron Grover,Christina Murphy,Nik Powell,Jonathan Burks,Bryan Burrough,Leander Kahney,Patty Rosborough,Jose Antonio Vargas,Mike Wilson,Chris Anderson,Graham Boynton,Brenda Dean,Paul Dergarabedian,Laurie Schechter,Aleks Totic,David Vinjamuri,Lewis Eisenberg,Stuart Feigin,Ricky Gervais,Chris Kelly,Mark Malseed,Michael Moritz,Renee Rosenblum-Lowden,Jim Clark,Jim Dale,Simon Draper,Esther Dyson,Vera Wang,Michael Wolff,Richard Beattie,Alan Deutschman",NA,4,tv series
3228,WWE Superstars,2009,7+,5.8,,0,1,0,0,1,NA,"Action,Sport",United States,English,60,NA,NA,5.8,"Matthew Kaye,Josh Lomberger,Tony Chimel,Todd Grisham,Jerry Lawler,Michael Coulthard,Scott Stanford,Edwin Colón,Matt Cardona,T.J. Wilson,Justin Roberts,Jayson Paul,Naofumi Yamamoto,Jack Korpela,Chris Mordetzky,Anthony Carelli,Greg Marasciulo,Natalya Neidhart,Brian Myers,Gabbi Tuft,Harry Smith,Jake Hager,Lilián García,Kofi Kingston,Jonathan Solofa Fatu,Darren Matthews,Joshua Samuel Fatu,Victoria Crawford,Drew Galloway,Matthew Korklan,Chavo Guerrero Jr.,Oleg Prudius,Gail Kim,Rosa Mendes,Joe Hennig,Sarona Snuka,Heath Miller,Brandi Rhodes,Dustin Rhodes,Jim Ross,Paul Lloyd Jr.,Brie Bella,Nikki Bella,Nic Nemeth,Rycklon Stephens,Eve Torres,Bryan J. Kelly,Barbie Blank,Ted DiBiase Jr.,Ron Killings",United States:TV-PG,8,tv series
3229,Ranger Rob,2016,all,6.2,,0,1,0,0,1,NA,"Animation,Family,Fantasy,Sci-Fi","Canada,United Kingdom",English,24,NA,"Adventurous Ranger Rob's favorite thing to do is go outside to play, explore and discover. That's easy for him to do at Big Sky Park, the coolest outdoor adventure park around. Along with his best friends, swinging sidekick Dakota and friendly yeti Stomper, the brave ranger zip lines, vine-swings and snowboards his way around the park to discover new places, from the desert to the frosted fields. Youngster Sam is Rob's biggest fan and wants to be a ranger like him, which Sam thinks is the coolest job someone can have.",6.3,"Jonah Wineberg,Zachary Bennett,Helen King,Stephanie Anne Mills,Justice James,Ainara Marin-Alleyne,Brianna Daguanno,Jaxon Mercey,Denise Oliver,Rob Tinkler","Germany:0,United States:TV-Y",2,tv series
3230,Psychic Investigators,2006,7+,7.2,,0,1,1,0,1,NA,"Crime,Drama,Mystery",Canada,English,30,NA,NA,7.5,"Tarioa Van Weesenbeek,Phil Jordan,Frank Longo,Robert Nolan,JoAnn Nordstrom,Peter Brandt,Naomi Hewer,Dave Edwards,Trevor Benham,Ursula Campbell,Bob Cracknell,David Fickweiler,Brad Hampton,Norman Luck,Natalie Roy,Jack Sansone,Sara Barrett,Derek A. Conrad,Trent Dee,Geoff Falk,Rodrick Hersh,Rose Kopp,Yanike Mann,Laurie McQuary,George O'Barts,Paul Puzzella,Allen Reed,Michael Roberds,Gale St. John,Gerald Thom,Arnita Williams,Tommy Bechtold,Robin Frigeri,Jack Gattanella,Tom Gilbert,Jessica Hanselman Gray,Sharon Johns,Mary Kennedy,Tommy Kennedy,David Redsicker,Jean Barrett,John Bennet,Lee Ann Breading,Brenton Ciccotelli,Craig Cyr,Karen Dandurant,Tonya Dodds,Mercy Edwards,Dave Garvey,Denise Goldston",United States:Not Rated,3,tv series
3231,Where is Elisa?,2010,,7.3,,0,1,0,0,1,"Shir Cohen,Noga Weizman","Short,Drama",Israel,Hebrew,NA,NA,NA,NA,"Levana Finkelstein,Gal Macadar,Judd Ne'eman",NA,NA,movie
3232,Home Town,2017,,,,0,1,0,0,1,NA,Reality-TV,United States,English,NA,NA,NA,7.9,"Ben Napier,Erin Napier,Amber Hayes,Kelvin Robinson,Kristen Robinson",United States:TV-G,5,tv series
3233,Iconic Characters,2018,,7.0,,0,1,1,0,1,NA,Talk-Show,United States,English,15,NA,NA,6.8,"Will Arnett,Hank Azaria,Jason Bateman,Paul Bettany,Nicolas Cage,Terry Crews,Hugh Grant,Bill Hader,Ethan Hawke,Simon Pegg,Evan Peters,Rob Schneider,Mark Wahlberg",NA,NA,tv series
3234,Zorro the Chronicles,2015,all,6.9,,0,1,0,0,1,NA,"Animation,Action,Adventure",Canada,"French,English",23,NA,"The masked fox returns to fight against injustice and evil, with his witty banter and his trademark swordsmanship. The Chronicles go back to basics as they focus on the original Zorro's qualities and his formative years. On his spectacular quest, we meet the villains plotting against him and his brave twin Ines and his best friend Bernardo who support Zorro through thick and thin.",7.2,"Johnny Yong Bosch,Dorothy Elias-Fahn,R. Martin Klein,Kyle McCarley,Colleen O'Shaughnessey,Joe Ochman,Alan Shearman,Keith Silverstein,Anne Yatco,Jamieson Price,Michel Bedetti,Martin Billany,Bernard Bollet,Lucien Dodge,Paul Borne,Richard Epcar,Pascal Casanova,Melora Harte,Vincent de Bouard,Marie-Christine Darah,Jean-Christophe Dollé,Bubba Kuchow,Patrice Dozier,Joey Latsko,Fabrice Fara,Dave Mallow,Karine Foviau,Stéphanie Hédin,Tony Joudrier,Juan Llorca,Sandra Lou,Patrick Messe,Valéry Schatz,Michel Voletti,Kirk Thornton","Denmark:7::(DVD rating),Finland:K-7::(DVD rating),Norway:7::(DVD rating),Norway:A::(TV rating),Sweden:Btl::(DVD rating)",1,tv series
3235,New York Goes to Work,2009,,4.9,,0,1,1,0,1,NA,NA,United States,English,NA,NA,"New York Goes to Work is a reality VH1 series that first premiered on May 4, 2009. This follow-up of New York Goes to Hollywood stars Tiffany ""New York"" Pollard as she tries to find a regular job. The jobs are selected by fans (by text messaging) from a list of three possible jobs for each individual episode. She will receive a $10,000 bonus each week if she is able to impress her employer. However, if she instead quits/fails or gets fired, she receives no bonus for the week.",5.2,"Tiffany Pollard,David Fortier,Bryan Jones,Jack Kalvan,Lee Marks,Mark Parra,Mia St. John,Todd Weatherill,Pat Wheelock,Ariyana Morris,Billy Joe Brewer III,Chelsea Laymance",NA,1,tv series
3236,Finding Escobar's Millions,2017,16+,3.9,,0,1,0,0,1,NA,Documentary,United States,English,41,NA,Pablo Escobar was the boss of the Medellin cartel. During the 70's 80's and early 90's the Medellin cartel was responsible for up to 80% of the cocaine coming into the U.S. Some believe he was worth around $100 billion U.S and it's also believed that a large amount of it has been buried in the ground in Colombia. Two ex-CIA agents and their team go on a search throughout Colombia to see what they can dig up. Whatever they're able to dig up they are rewarded with 5-10% of it.,3.9,"Douglas Laux,Ben Smith,Ben Smith,Chris Feistl,Paul Bauman,Alastair McClymont,Jhon Jairo Velásquez,Joe Toft,Pablo Escobar,Juan Esteban,Luz María Escobar,Colin Miazga,Mickey Munday,Sander Sanchez,Laura Sherrod",United States:TV-14,2,tv series
3237,Cultureshock,2018,16+,6.5,,0,1,0,0,1,NA,Documentary,United States,English,60,NA,NA,6.9,"Judd Apatow,Steve Bannos,Hannibal Buress,Linda Cardellini,John Francis Daley,Ava DuVernay,Paul Feig,James Franco,Martin Lawrence,Harvey Levin,Samm Levine,Trevor Noah,Conan O'Brien,Kenny Ortega,Jack Osbourne,Kelly Osbourne,Ozzy Osbourne,Sharon Osbourne,Travis Payne,Busy Philipps,Drew Pinsky,Maury Povich,Sally Jessy Raphael,Geraldo Rivera,Chris Rock,Seth Rogen,Jason Segel,Jerry Springer,Martin Starr,Wanda Sykes,Oprah Winfrey",United States:TV-14,1,tv series
3238,Outsmarted,2017,,7.9,,0,1,1,0,1,NA,Comedy,United States,English,NA,NA,"Mike Carrier challenges representatives of all kinds of professions from trail trackers, bounty hunters to investigators, CIA agents and even SWAT teams to locate him and take him down. But what they don't know is that Mike has master plans to outsmart them and beat them at their own game.",7.7,"Mike Carrier,Ben Coleman,Ben Coleman,Alex Allsup,Patrick Babbitt,Anatasha Blakely,Dwayne Colbert,Wil Gelin,Emilie Hagen,Kerr Lordygan,Spencer Rich,Honora Talbott,Kaitlyn Tanimoto,Myia Zadi",NA,1,tv series
3239,The Paynes,2018,,4.5,,0,1,0,0,1,NA,Comedy,United States,English,30,NA,NA,4.8,"Cassi Davis,LaVan Davis,Jackée Harry,Stephanie Charles,Sanai Victoria,Markice Moore,Anthony Dalton,Matthew Law,JD McCrary,Lance Gross,Polly W. LePorte,China Anne McClain,Demetria McKinney,Allen Payne,Anthony Reynolds,Larramie Doc Shaw,Jalen Major,Monique Grant,Ashley Uecker,Zaria Owens",NA,2,tv series
3240,Behind Closed Doors,2011,,7.1,,0,1,0,0,1,Lori Petty,Drama,United States,"English,Spanish",93,"Rated R for language, and disturbing content involving a minor including rape, sexual content and drug/alcohol abuse",NA,6.4,"Jennifer Lawrence,Javon Johnson,Sophi Bairley,Bokeem Woodbine,Chloë Grace Moretz,Casey Tutton,Matthew Gerdisch,Robert Gerdisch,Lucas Ellman,Kymberly Mellen,Andrew Rothenberg,Danielle Campbell,Selma Blair,Jayce Ryan,Kirsten Mose,Abby Phalen,Sara Hennessy,Natalie West,David Alan Grier,James Earl Jones II,Rich Komenich,Tyla Abercrumbie,Phil Ridarelli,Hashim Brown,Julia Sobaski,Kevin Gudahl,Bernie Landis,Terrion Johnson,Joshua Pertler,De'Shawn Washington,Adam McEwen,Justin McEwen,Kazemde Fela Masud,David Pompeii,Ellis Foster,Claudia Michelle Wallace,Greg Hollimon,Clarke Peters,Jeff Christian,Joey Bicicchi,Anthony Brawner,Debbi Burns,Robert Kramer,Jonathan C. Legat,Steve Mikula,Jordan Mullins,Aleh Neliubin,Alan Sciranko,Preston Tate Jr.","Australia:R18+,Germany:16,Japan:R15+,New Zealand:R18,United Kingdom:15,United States:R",NA,movie
