Unnamed: 0,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Directors,Genres,Country,Language,Runtime,Age Restriction,Plotline,Rating,Cast,Indian Rating,Seasons Count,Kind
186,Jonathan Strange & Mr Norrell,2015,16+,8.2,91%,1,0,0,0,1,NA,"Fantasy,History,Sci-Fi,War",United Kingdom,English,60,NA,NA,8.1,"Bertie Carvel,Eddie Marsan,Marc Warren,Charlotte Riley,Alice Englert,Samuel West,Enzo Cilenti,Paul Kaye,Edward Hogg,Ariyon Bakare,Vincent Franklin,John Heffernan,Brian Pettifer,Richard Durden,Robbie O'Neill,Freddie Hogan,William Chubb,Ronan Vibert,Steve Jackson,Claudia Jessie,Patricia Winker,Jamie Parker,John Phythian,Clive Mantle,John Sessions,Lucinda Dryzek,Robert Hands,Martyn Ellis,Phoebe Nicholls,Mark Edel-Hunt,Neil Edmond,Rebecca Saire,Jason Deline,Daniel Fearn,Katy Maw,Christine Dalby,Annie Lovett,Glen Mortimer,Vernon Dobtcheff,Edward Petherbridge,Niall Greig Fulton,Julian Firth,Thomas Morrison,Sarah Winter,Timothy Watson,Tom Lawrence,Dorian Lough,Flip Webster,Clive Mendus,Colin Meredith",NA,1,tv mini series
187,Haven,2010,16+,7.5,63%,1,0,0,0,1,NA,"Crime,Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller","Canada,United States",English,60,NA,"She has no past. She has no family. She was raised in an orphanage. So, she lives for what she does best: be an FBI agent. That's why Audrey Parker is sent to a distant Maine village called Haven, to investigate the crime of a prison fugitive. What she does not know, is that her past is connected to that village, that old threats from the past are coming back, and she is going to be a central piece on everyone's life... or death.",7.6,"Emily Rose,Lucas Bryant,Eric Balfour,Richard Donat,John Dunsworth,Adam Copeland,Glenn Lefchak,Jayne Eastwood,Nicholas Campbell,Kate Kelton,Laura Mennell,Emma Lahana,Bree Williamson,Molly Dunsworth,Kirsty Hinchcliffe,Colin Ferguson,Maurice Dean Wint,Christopher Shore,Stephen McHattie,Vinessa Antoine,Mary-Colin Chisholm,Dorian Missick,Christian Camargo,Jay Reso,Kris Lemche,Jason Priestley,Steve Lund,Robert Maillet,Bernard Robichaud,Kyle Mitchell,Michelle Monteith,William Shatner,Kathleen Munroe,Tamara Duarte,Anne Caillon,Paul Braunstein,Jennie Raymond,Rossif Sutherland,Nicole de Boer,Vikki Humphrey,Gabrielle Trudel,Nicola Correia-Damude,Leah Johnston,Dylan Taylor,Lucia Walters,Gabrielle Miller,Linda Kash,George R. Robertson,Claudia Black,Matt Baram","Australia:M,Canada:G::(self-applied),Germany:16::(self-applied),Netherlands:12,United Kingdom:15,United States:TV-PG::(internet),United States:TV-PG::(self-applied)",5,tv series
188,Queen of the South,2016,16+,7.9,66%,1,0,0,0,1,NA,"Action,Crime,Drama,Thriller","United States,Mexico,Spain,Malta",English,42,NA,"Queen of the South tells the powerful story of Teresa Mendoza, a woman who is forced to run and seek refuge in America after her drug-dealing boyfriend is unexpectedly murdered in Mexico. In the process, she teams up with an unlikely figure from her past to bring down the leader of the very drug trafficking ring that has her on the run.",7.9,"Alice Braga,Hemky Madera,Peter Gadiot,Veronica Falcón,Nick Sagar,Molly Burnett,Joaquim de Almeida,Joseph T. Campos,Idalia Valles,Juan Felipe Barrientos,Jon-Michael Ecker,Yancey Arias,Ryan O'Nan,Alejandro Barrios,Pete O. Partida,Justina Machado,Alfonso Herrera,David Andrews,Ronald Joe Vasquez,Adolfo Alvarez,Jamie Hector,Alimi Ballard,Gerardo Taracena,Cory Hart,Kady Lin,Julian Silva,Michel Duval,David Bianchi,Vera Cherny,Esmeralda,Bailey Chase,Martha Higareda,Brett Cullen,Nikki Dixon,Snow Tha Product,Joe Renteria,Mark Consuelos,Iba Thiam,M. Serrano,Sam Situmorang,Chelsea Tavares,Armando Riesco,Kim Rickards,Paul Heckmann,Miguel Insignares,Pêpê Rapazote,Brent Smiga,Julio Cesar Cedillo,Paola Andino,Joshua Diaz","Australia:MA15+,Brazil:16::(self-applied),Canada:TV-MA::(self-applied),France:16,Germany:16,India:18::(self-applied),Italy:VM14,Japan:R18+::(self-applied),Netherlands:16,Norway:16::(Netflix self-rating),Singapore:NC16,South Korea:18,Spain:16,United Kingdom:18,United States:TV-MA",5,tv series
189,Delhi Crime,2019,,8.5,91%,1,0,0,0,1,NA,"Crime,Drama",India,"English,Hindi",50,NA,"It is based on the true-life investigation about a brutal gang rape in India. The case had enormous impact, paving the way for the introduction of stricter laws so the victim's voice will finally be heard in this developing nation.",8.5,"Shefali Shah,Rajesh Tailang,Rasika Dugal,Anurag Arora,Jaya Bhattacharya,Yashaswini Dayama,Vinod Sharawat,Adil Hussain,Sidharth Bhardwaj,Gopal Datt,Denzil Smith,Swati Bhatia,Mridul Sharma,Abhilasha Singh,Sanjay Bishnoi,Shobhna Bharadwaj,Gaurav Rana,Amitabh Acharya,Ramji Bali,Vipin Katyal,Jaiti Khera,Vijay Rajauria,Sanjiv Chopra,Rhea Bedi,Anmol Chadha,Lalit Goswami,Harsh Hansraj,Kundan Negi,Ayush Sehgal,Govind Singh,Sudeep Singh,Vicky Vishwas,Asif Ali,Abhishek Kumar,Chandan Kumar,Sadanand Patil,Raj Sharma,Virendra,Smriti Chouhan,Aakash Dahiya,Avijit Dutt,Pankaj Gupta,Vijay Laxmi,Kusum Nanda,Bhupesh Pandya,Hemant Rathi,Gehna Seth,Chetan Sharma,Shreshtha,Vijaylaxmi Singh","Brazil:16,France:16,Germany:16::(self-applied),India:16+::(self-applied),Italy:VM14::(self-applied),Netherlands:16,Singapore:NC16,South Korea:18,United Kingdom:15,United States:TV-MA",2,tv series
190,Hart of Dixie,2011,7+,7.7,81%,1,0,0,0,1,NA,"Comedy,Drama,Romance",United States,English,60,NA,"Fast-talking New Yorker and brand new doctor Zoe Hart has it all figured out - after graduating top of her class from medical school, she'll follow in her father's footsteps and become a cardio-thoracic surgeon. But when her dreams fall apart, Zoe decides to accept an offer from a stranger, Dr. Harley Wilkes, to work with him at his small practice in Bluebell, Alabama. Zoe arrives in this small Gulf Coast town only to find that Harley has passed away and left his half of the medical practice to her in his will.",7.7,"Rachel Bilson,Jaime King,Cress Williams,Wilson Bethel,Scott Porter,Tim Matheson,Kaitlyn Black,Ross Philips,Mallory Moye,Reginald VelJohnson,Brandi Burkhardt,Claudia Lee,Matt Lowe,John Eric Bentley,Armelia McQueen,Mircea Monroe,Laura Bell Bundy,Steven M. Porter,Esther Scott,McKaley Miller,John Marshall Jones,Carla Renata,Josh Cooke,Deborah S. Craig,Charles Robinson,Lauren Bittner,Christopher Curry,Kim Robillard,Karla Mosley,Peter Mackenzie,Joe Massingill,Golden Brooks,Dawn Didawick,Eisa Davis,Antoinette Robertson,Matt Hobby,Bill Parks,Kevin Sheridan,Aynsley Bubbico,Alan Autry,Tony Cavalero,Reginald C. Hayes,Lindsey Van Horn,Maree Cheatham,Amy Ferguson,JoBeth Williams,Lawrence Pressman,Nakia Burrise,Nicole J. Butler,Eric Pierpoint","Australia:PG,Brazil:14,Canada:G::(Quebec),Denmark:15::(DVD rating),Finland:K-7::(DVD rating),France:Tous Public,Germany:12::(season 1 and 4),Germany:6::(season 2 and 3),Greece:K-8,Italy:T,Japan:G,Netherlands:9::(season 1),Netherlands:6::(season 2),New Zealand:PG,Norway:11::(DVD rating),Singapore:PG::(season 1),Sweden:11::(DVD rating),United Kingdom:12::(some episodes),United Kingdom:PG::(some episodes),United States:TV-PG::(TV rating)",4,tv series
191,Bloodline,2015,18+,8.0,62%,1,0,0,0,1,NA,"Drama,Thriller",United States,English,60,NA,"Intriguing story of a well off family in the Florida Keys that have many dark secrets. The siblings are heirs of a beautiful inn that has been in their family for 50 years. It is their childhood home with many great memories, but the deep dark past holds many untold tales. All combined makes the future very uncertain.",7.9,"Kyle Chandler,Linda Cardellini,Norbert Leo Butz,Jacinda Barrett,Jamie McShane,Sissy Spacek,Katie Finneran,Enrique Murciano,Ben Mendelsohn,Chloë Sevigny,Taylor Rouviere,Owen Teague,John Leguizamo,Brandon Larracuente,David Zayas,Beau Bridges,Glenn Morshower,Michael Beasley,Bill Kelly,Zachary T. Robbins,Andrea Riseborough,Steven Pasquale,Julie Claire,Hani Avital,Yul Vazquez,Sam Shepard,Frank Hoyt Taylor,Eliezer Castro,Angela Winiewicz,Tony Demil,Vivian Ruiz,Gino Vento,Jeremy Palko,Randy Gonzalez,Sarah French,Ivo Lopez,Christopher D Richert,Mario Van Peebles,Paul Tei,Charlie Prince,Indigo,Jill Jane Clements,Vivian Fleming-Alvarez,Chris Marazzo,Tyler Cravens,Jim R. Coleman,Eduardo Ibarrola,Justin Kucsulain,Ethan Henry,Mia Kirshner","Argentina:16,Australia:MA15+,Brazil:14::(self-applied),Canada:TV-MA::(self-applied),France:16,Germany:16,India:18::(self-applied),Ireland:15,Italy:VM14,Japan:R18+::(self-applied),Mexico:TV-MA::(self-applied),Netherlands:16,New Zealand:R13::(some episodes),New Zealand:R16::(some episodes),Singapore:M18,South Korea:18,Spain:16,United Kingdom:15,United States:TV-MA",3,tv series
192,Middleditch & Schwartz,2020,18+,8.7,100%,1,0,0,0,1,NA,Comedy,United States,English,51,NA,NA,8.7,"Thomas Middleditch,Ben Schwartz","Argentina:16,Australia:MA15+,France:16::(self-applied),Germany:16::(self-applied),India:18::(self-applied),Italy:VM14,Netherlands:AL,Singapore:M18,South Korea:18,Spain:16,United Kingdom:15::(self-applied),United States:TV-MA",1,tv series
193,Haikyu!!,2014,16+,8.7,,1,1,0,0,1,NA,"Animation,Comedy,Drama,Sport",Japan,"English,Japanese",24,NA,"Hinata Shouyou, a short middle school student, gained a sudden love of volleyball after watching a national championship match on TV. Determined to become like the championship's star player, a short boy nicknamed ""the small giant"", Shouyou joined his school's volleyball club. Unfortunately, he was the only member and the club didn't have so much as a place to practice. He didn't let that deter him, however, and, upon finally acquiring 5 other players in his final year, was able to compete in an actual competition - only for his team to be unlucky enough to face the championship favorite and its star player, Kageyama Tobio, called ""the king of the court"", in the first round. Though Shouyou's team suffers a crushing defeat, he vows to become better and eventually surpass Kageyama. Now Shouyou is starting his first year in high school - the very one he had first watched in the national championships. He's going to join the volleyball team, practice constantly, and wipe the floor with Kageyama the next time they meet on the court. ...or at least that's what Shouyou had planned, until he discovers that he and Kageyama are now in the same school. The volleyball team definitely needs their skills, but only if they can stop bickering and learn to work together as teammates.",8.7,"Ayumu Murase,Kaito Ishikawa,Yu Hayashi,Satoshi Hino,Miyu Irino,Koki Uchiyama,Sôma Saitô,Nobuhiko Okamoto,Yoshimasa Hosoya,Hiroshi Kamiya,Toshiki Masuda,Bryson Baugus,Greg Cote,Justin Doran,Adam Gibbs,Scott Gibbs,Gabriel Regojo,Leraldo Anzaldua,Cameron Bautsch,Adam Noble,Blake Shepard,Gareth West,Greg Ayres,David Wald,Kaori Nazuka,Kazunari Tanaka,Orlanders Jones,Nobuyori Sagara,Tomoaki Maeno,Kyle Jones,Sumire Morohoshi,Shannon Reed,Rebekah Stevens,Kregg Dailey,Shûhei Sakaguchi,Patrick Marrero,Koutarou Nishiyama,Joel McCray,Yuka Komatsu,Ned Gayle,Brittney Karbowski,Daisuke Namikawa,Clint Bickham,John Swasey,Joe Daniels,Jeremy Gee,Chris Patton,Makoto Furukawa,Hiroyuki Yoshino,Atsushi Tamaru","Australia:PG,Brazil:10,Canada:14A::(Canadian Home Video rating),Canada:G::(Quebec),France:Tous publics,Germany:6::(DVD rating),India:13::(self-applied),Italy:T::(self-applied),Japan:G,Mexico:PG-13::(DVD rating),New Zealand:M,Philippines:PG-13,Portugal:T,Singapore:G,South Korea:15,Spain:7,United Kingdom:PG,United Kingdom:12::(one episode),United States:TV-14,Vietnam:C13",4,tv series
194,Dirty Money,2018,16+,8.1,100%,1,0,0,0,1,NA,"Documentary,Crime",United States,English,60,NA,NA,8.1,"Matt Taibbi,Alex Gibney,Anabel Hernández,Fahmi Quadir,Fisher Stevens,Simon Trépanier,Scott Tucker,Rachel Aviv,Yesenia Guitron,Anwar Bin Ibrahim,Juan Ortega,Sylvia Varnham O'Regan,Walter Archer,Roddy Boyd,Anne Gibney,Hans Mercier,Roberto Aguilera Olivera,Donald Trump,Aaron Carr,Kilian Colin,Fern Finkel,Frank Maderal,Mahathir Mohamad,Joe Wyatt,Victor Avila,Jack Ewing,Angèle Grenier,Bethany McLean,Barbara Res,Kim Tucker,Lisa Siegel Belanger,Manuel Calloquispe,Davis Ford,Peter,Ho Kay Tat,Ritchie Torres,Ken Del Valle,Walter Groth,Andrew Left,Timothy Muir,Timothy L. O'Brien,Normand Urbain,Emily Glazer,John Savanovich,Alex Turnbull,Juan Carlos V.,John Hempton,Carolyn Jarvis,Patrick Radden Keefe,Bertel Schmitt","Australia:M,Brazil:16::(self-applied),Germany:12::(self-applied),India:16::(self-applied),Italy:T,Mexico:TV-MA::(self-applied),Netherlands:12,Norway:12::(Netflix self-rating),Singapore:M18,South Korea:15,United Kingdom:15::(BBFC),United States:TV-14",2,tv series
195,Don't F**k with Cats: Hunting an Internet Killer,2019,18+,8.1,67%,1,0,0,0,1,NA,"Documentary,Crime","United Kingdom,United States",English,187,NA,NA,8.0,"Deanna Thompson,John Green,Claudette Hamlin,Antonio Paradiso,Anna Yourkin,Benjamin Xu,Marc Lilge,Mike Nadeau,Joe Panz,Joe Warmington,Henri,Romeo Salta,Kadir Anlayisli,Joel Watts","Argentina:16,Australia:MA15+,Brazil:18,Italy:VM14::(self-applied),Netherlands:12,Singapore:R21,South Korea:18,United Kingdom:18,United States:TV-MA",1,tv mini series
196,Babylon Berlin,2017,18+,8.4,,1,0,0,0,1,NA,"Crime,Drama,Thriller",Germany,German,45,NA,"A metropolis in turmoil. From economy to culture, politics to the underworld - everything is in the grip of radical change. Speculation and inflation are already tearing away at the foundations of the still young Weimar Republic. Growing poverty and unemployment stand in stark contrast to the excesses and indulgence of the city's night life and its overflowing creative energy. Gereon Rath, a young police inspector from Cologne, is transferred to Berlin in order to solve a criminal case - a porno ring run by the Berlin Mafia. What at first glance appears to be simply a matter of extortion soon reveals itself to be a scandal that will forever change the lives of both Gereon and his closest associates. Together with stenotypist Charlotte Ritter and his partner Bruno Wolter, Rath is confronted with a tangled web of corruption, drug dealing, and weapons trafficking, forcing him into an existential conflict as he is torn between loyalty and uncovering the truth. And we are left wondering: in this story, who is friend and who is foe? With the political unrest spurred by May Day demonstrations and rising National Socialism, even an institution like the ""Rote Burg,"" Berlin's police headquarters and the center of democracy and the constitutional state, is increasingly becoming the melting pot of a democracy whose days are numbered.",8.4,"Volker Bruch,Liv Lisa Fries,Leonie Benesch,Lars Eidinger,Misel Maticevic,Fritzi Haberlandt,Jens Harzer,Karl Markovics,Jördis Triebel,Christian Friedel,Thomas Thieme,Hannah Herzsprung,Thorsten Merten,Rüdiger Klink,Benno Fürmann,Jacob Matschenz,Julius Feldmeier,Peter Kurth,Matthias Brandt,Ernst Stötzner,Godehard Giese,Irene Böhm,Philip Hersh,Ivo Pietzcker,Severija Janusauskaite,Udo Samel,Luc Feit,Libby Brien,Denis Burgazliev,Pasha Sol,Ronald Zehrfeld,Meret Becker,Trystan Pütter,Anton von Lucke,Saskia Rosendahl,Sabin Tambrea,Sebastian Urzendowsky,Holger Handtke,Laura Kiehne,Lilli Fichtner,Derrick VanDerMillen,Henning Peker,Ivan Shvedoff,Jeanette Hain,Waléra Kanischtscheff,Dmitri Alexandrov,Marie Gruber,Pit Bukowski,Marie-Anne Fliegel,Hendrik Heutmann","Australia:MA15+,Brazil:18,Canada:TV-MA::(self-applied),France:12,Germany:12,Italy:BA,Japan:R18+::(self-applied),Netherlands:16,Norway:15::(TV rating),Spain:18,United Kingdom:18,United States:TV-MA",4,tv series
197,That '70s Show,1998,16+,8.1,,1,0,0,0,1,NA,"Comedy,Romance",United States,English,22,NA,"Eric Forman is a typical high school student growing up in Wisconsin in 1976 with his family and his friends. Together, they have the same kind of joys and sorrows that just about every teenager has while growing up. This show parodied many of the attitudes, events and fads of the 70s, along with those who grew up at the time.",8.1,"Mila Kunis,Danny Masterson,Laura Prepon,Wilmer Valderrama,Debra Jo Rupp,Kurtwood Smith,Don Stark,Ashton Kutcher,Topher Grace,Tanya Roberts,Tommy Chong,Lisa Robin Kelly,Josh Meyers,Mo Gaffney,Tim Reid,Shannon Elizabeth,Allison Munn,Jud Tylor,Joanna Canton,Megalyn Echikunwoke,Jim Gaffigan,Brooke Shields,Jim Rash,Luke Wilson,Christina Moore,Kevin McDonald,Cynthia LaMontagne,Seth Green,Bret Harrison,Marion Ross,Betty White,Paul Connor,Gary Owens,Jessica Simpson,Mary Tyler Moore,Tom Poston,James Avery,Carolyn Hennesy,Lara Everly,Paul Kreppel,Jennifer Lyons,Howard Hesseman,Nick Bakay,Ron Pearson,Bob Clendenin,Jeff Doucette,Mark Ankeny,Katey Sagal,Christopher Masterson,Mark Bramhall","Argentina:Atp,Australia:PG,Canada:PG,Canada:G::(Quebec),Chile:13+::(Netflix self-rating),Finland:K-7::(DVD),France:Tous publics,Germany:12,India:18::(self-applied),Italy:T,Japan:R15+::(self-applied),Mexico:PG-13::(DVD rating),Netherlands:AL::(DVD rating),Norway:12::(Netflix self-rating),Norway:A::(TV rating),Singapore:PG,Singapore:M18::(season 8),South Korea:15,Spain:13,United Kingdom:12,United States:TV-14",8,tv series
198,The Magicians,2015,16+,7.6,,1,0,0,0,1,NA,"Drama,Fantasy,Mystery","United States,Canada",English,60,NA,"After being recruited to a secretive academy, a group of students discover that the magic they read about as children is very real and more dangerous than they ever imagined. But will getting hooked on the thrill of magic distract them from honing their powers when they need them most?",7.6,"Stella Maeve,Hale Appleman,Arjun Gupta,Summer Bishil,Olivia Taylor Dudley,Jason Ralph,Jade Tailor,Brittany Curran,Rick Worthy,Trevor Einhorn,Mageina Tovah,Rizwan Manji,Keegan Connor Tracy,Kacey Rohl,Sergio Osuna,Mackenzie Astin,Adam DiMarco,David Call,Sean Maguire,Candis Cayne,Daniel Nemes,Miranda Edwards,Zahf Paroo,Charles Mesure,Marlee Matlin,Harvey Guillén,Rose Liston,Esmé Bianco,Spencer Daniels,Hannah Levien,Charles Shaughnessy,Jaime Ray Newman,Garcelle Beauvais,Brian Markinson,Dustin Ingram,Anne Dudek,Judith Hoag,Dominic Burgess,Riann Steele,Arlen Escarpeta,Madeleine Arthur,Valerie Tian,Bobbi Charlton,Fiona Hogan,Michael Cassidy,Leonard Roberts,Tom Wright,Brían F. O'Byrne,Jewel Staite,Roan Curtis","Australia:MA15+,Brazil:16::(self-applied),Canada:14A::(Manitoba),Canada:13+::(Quebec),France:10,Germany:16,India:16,Italy:VM18,Mexico:TV-14::(self-applied),Netherlands:9,Singapore:M18,South Africa:16,South Korea:15,Spain:16,United Kingdom:15::(some episodes),United Kingdom:18::(some episodes),United States:TV-14,United States:TV-MA",5,tv series
199,Chef's Table,2015,all,8.6,100%,1,0,0,0,1,NA,Documentary,United States,English,50,NA,NA,8.6,"Dan Barber,Massimo Bottura,Bill Buford,Lara Gilmore,Francis Mallmann,Niki Nakayama,Magnus Nilsson,Ruth Reichl,Ben Shewry,Grant Achatz,Gaggan Anand,Colman Andrews,Garima Arora,Alex Atala,Luiz Américo Camargo,David Chang,Dominique Crenn,Mason Florence,Dylan Fried,Daniel Humm,Valter Kramar,Alec Lobrano,Anna Morelli,Enrique Olvera,Ana Ros,Ko Iwagami,Jeong Kwan,Virgilio Martínez,Vladimir Mukhin,Ivan Orkin,Tim Raue,Nancy Silverton,Julien Walther,Albert Adrià,Conrado Assenza,Musa Dagdeviren,Marc El Khoury,Will Goldfarb,Pati Lauren,Taavi Lehtimaki,Beau Marie,Cristina Martinez,Jordi Roca,Bo Songvisava,Christina Tosi,Mashama Bailey,Sean Brock,Dario Cecchini,Asma Khan","Argentina:16,Australia:M,Brazil:12,India:16::(self-applied),Italy:T,Netherlands:AL::(season 1),Netherlands:9::(season 2),Netherlands:6::(season 5),Netherlands:12::(season 6),Norway:7::(Netflix self-rating),Singapore:M18::(series level),Singapore:PG13::(some episodes),South Korea:12::(season 1),South Korea:15::(season 2),Spain:7,United Kingdom:15,United States:TV-MA",6,tv series
200,TURN: Washington's Spies,2014,16+,8.1,81%,1,0,0,0,1,NA,"Drama,History,War",United States,English,60,NA,"This drama follows Long Island farmer Abe Woodhull, who bands together a group of childhood friends to form The Culper Ring, an unlikely group of spies who turn the tide in America's fight for independence.",8.1,"Jamie Bell,Seth Numrich,Daniel Henshall,Meegan Warner,Heather Lind,Kevin McNally,Samuel Roukin,Burn Gorman,Ian Kahn,Angus Macfadyen,JJ Feild,Ksenia Solo,Owain Yeoman,Nick Westrate,Idara Victor,Aaron Angus,Aldis Hodge,Darren Alford,Ralph Brown,Cabell Chase,Ellis Chase,Amy Gumenick,Sean Haggerty,Nick Basta,Ashley Smith,Jamie Harris,John Carroll Lynch,Thomas Keegan,Tina Benko,Robert Beitzel,Jonny Coyne,Christian Clemenson,Mark Rolston,Jesse C. Boyd,Brian T. Finney,John Billingsley,Brian Wiles,Gentry White,Dietrich Teschner,Michael Gaston,Adam J. Harrington,Melissa Charles,Stuart Greer,James Donadio,Gordon Lewanowicz,Laura Meakin,Michael Ruff,Laura Long,Stephen Root,Reg Rogers","Brazil:14,Canada:13+::(Quebec),Germany:16::(internet),Netherlands:16,Norway:15::(TV rating),Singapore:M18::(season 1),United Kingdom:15,United States:TV-14",4,tv series
201,Crazy Ex-Girlfriend,2015,16+,7.8,98%,1,0,0,0,1,NA,"Comedy,Musical",United States,English,42,NA,"To most looking in, Rebecca Bunch has a great life: a high powered job as an attorney in a prestigious New York law firm, great future prospects in her chosen profession, looks, brains, and money. But she has always suffered from anxiety and depression, for which she is on a plethora of pills. Those maladies are largely from being pushed by her overbearing Jewish mother, which also led to Rebecca's father abandoning the family when she was young. When on the streets of New York Rebecca runs into Josh Chan, her boyfriend from summer camp ten years ago when they were sixteen, she remembers back to that time as the happiest time in her life, happiness which eludes her. When Josh mentions that he is imminently moving back to his hometown of West Covina, California, Rebecca decides to pursue happiness in moving to West Covina herself, telling people it's because she got a fabulous job there, where in reality it's to rekindle a relationship with Josh, which she believes is what will make her happy. As Rebecca ekes out a life in West Covina with a wide array of new friends, colleagues, allies and enemies - within this collection being Josh and his friends - Rebecca may come to some realizations about her life and what she is trying to achieve. Does this all make her a crazy ex-girlfriend, or is it a little more nuanced than that?",7.8,"Rachel Bloom,Donna Lynne Champlin,Vincent Rodriguez III,Pete Gardner,Vella Lovell,Gabrielle Ruiz,Scott Michael Foster,David Hull,Erick Lopez,Michael McMillian,Santino Fontana,Esther Povitsky,Steve Monroe,Danny Jolles,Burl Moseley,Gina Gallego,Michael Hyatt,Rene Gube,Siri Miller,Jacob Guenther,Skylar Astin,Michael Hitchcock,Clark Moore,Tovah Feldshuh,Johnny Ray Meeks,Steele Stebbins,Emma Willmann,Parvesh Cheena,Amy Hill,Paul Welsh,Zayne Emory,Alberto Isaac,Stephnie Weir,Rachel Grate,Robin Thomas,Ava Acres,Olivia Edward,Eugene Cordero,Jay Hayden,David Grant Wright,Tess Paras,Dan Gregor,Lyndon Smith,Benjamin Siemon,Garrett Mendez,Coryn Mabalot,Kalea Mcneill,Elijah Nelson,Grant Rosenmeyer,Maribeth Monroe","Australia:M,Brazil:16,France:16,Germany:16::(self-applied),India:18::(self-applied),Italy:T,Netherlands:12,Norway:16::(Netflix self-rating),Norway:A::(TV rating),Singapore:M18::(season 1),Singapore:R21::(season 2),South Korea:18::(season 3),South Korea:15::(seasons 1-2),Spain:16,United Kingdom:12::(BBFC),United States:TV-14",4,tv series
202,Soul Eater,2008,16+,7.8,100%,1,1,0,0,1,NA,"Animation,Action,Adventure,Comedy,Fantasy,Horror",Japan,"Japanese,English",24,NA,"Set in the Shinigami technical school for weapon meisters, the series revolves around 3 duo's. These pairs are a partnership between a weapon meister and a human weapon. Trying to reach a ranking of ""Death Scythe"" (and thus fit for use by the Shinigami) they must collect the souls of 99 evil humans and 1 witch. However, forces outside of the Academy make it more challenging of a feat causing trouble around the world.",7.8,"Laura Bailey,Chiaki Omigawa,Micah Solusod,Brittney Karbowski,Koki Uchiyama,Yumiko Kobayashi,Monica Rial,Todd Haberkorn,Kaori Nazuka,Mamoru Miyano,Chuck Huber,Yûya Uchida,Cherami Leigh,Narumi Takahira,Jamie Marchi,Akeno Watanabe,John Swasey,Rikiya Koyama,Kent Williams,Masafumi Kimura,Vic Mignogna,Luci Christian,Tôru Ohkawa,Houko Kuwashima,Maxey Whitehead,Maaya Sakamoto,Kate Oxley,Misato Fukuen,Mayuki Makiguchi,Mark Stoddard,J. Michael Tatum,Izumi Koike,Sonny Strait,Josh Grelle,Keiji Himeno,Takashi Inagaki,Nobutoshi Canna,Oki Sugiyama,Colleen Clinkenbeard,Joel McDonald,Chieko Honda,Hiroyuki Yoshino,Leah Clark,Stephanie Young,Trina Nishimura,Emiri Kato,Michiko Neya,Brina Palencia,Jason Douglas,Barry Yandell","Australia:M,Canada:14A::(Manitoba/Nova Scotia),Canada:13+::(Quebec),Germany:16::(episodes 1-13),Germany:12::(episodes 14-51),Japan:R15+,New Zealand:M,Russia:14+,Singapore:NC16,South Korea:15,United Kingdom:15,United Kingdom:12::(some episodes),United States:TV-14",1,tv series
203,Lost Girl,2010,16+,7.7,65%,1,0,0,0,1,NA,"Action,Drama,Fantasy,Mystery,Romance",Canada,English,44,NA,"Lost Girl focuses on the gorgeous and charismatic Bo, a supernatural being called a succubus who feeds on the energy of humans, sometimes with fatal results. Refusing to embrace her supernatural clan system and its rigid hierarchy, Bo is a renegade who takes up the fight for the underdog while searching for the truth about her own mysterious origins.",7.7,"Anna Silk,Kris Holden-Ried,Zoie Palmer,Rick Howland,Ksenia Solo,K.C. Collins,Rachel Skarsten,Paul Amos,Emmanuelle Vaugier,Vincent Walsh,Luke Bilyk,Amanda Walsh,Lina Roessler,Eric Roberts,Inga Cadranel,Tim Rozon,Noam Jenkins,Athena Karkanis,Rob Archer,Christine Horne,Clé Bennett,Aaron Ashmore,Anthony Lemke,Kate Trotter,Deborah Odell,Vanessa Matsui,Lisa Marcos,Shanice Banton,Shawn Doyle,Kyle Schmid,Hayley Nault,Mia Kirshner,Kate Corbett,Ali Liebert,Raoul Max Trujillo,Linda Hamilton,David Richmond-Peck,Alisen Down,Shakura S'Aida,Sam Malkin,Linzee Barclay,Jessica Huras,Gabe Grey,George Tchortov,Dimitri Pavlakos,Adam Cassidy,Sima Fisher,Michelle Nolden,Aron Tager,Marie Ward","Australia:MA15+,Brazil:18,Canada:14A::(Manitoba/Nova Scotia/Ontario),Canada:G::(Quebec),Denmark:15,Finland:K-16,France:Not Rated,Germany:16,Netherlands:12,New Zealand:R16::(seasons 1 and 2),New Zealand:R13::(seasons 3-5),Norway:15,Singapore:M18::(digital streaming),Singapore:NC16::(digital streaming),Singapore:PG13::(season 1),Singapore:M18::(season 3),Singapore:NC16::(season 4),South Korea:18,Spain:12,Sweden:15,United Kingdom:15,United States:TV-MA",5,tv series
